ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
125,"a coworker was giving me a ride to the train after work we stopped at a light and about 20 feet away, with no obstruction, i saw a cartel hit a guy ran up to the owner of a tire shop on the corner where we were stopped, pulled out a large chrome handgun, and deliberately shot him three times before running away the act was cold-blooded and calculated, leaving the man dead within seconds",1,0,0,0,0,0,0,0
126,"in august 1978, while on vacation in salt lake city, my family and i drove past a hotel where we saw bodies on the ground and heard sirens i was only 7 years old, but i remember the blood and bodies vividly a woman named rebecca david had deliberately thrown some of her children off a balcony four died instantly, two later in the hospital, and one teenage daughter survived the cold-blooded act was a result of rebeccas husband, who had recently committed suicide, believing himself a prophet i later researched the case to understand what had happened",1,0,0,0,0,0,0,0
127,"at 17, i was in the car with my cousin when she deliberately rammed her car into another vehicle the occupants of the other car had been harassing us all night, and in a calculated act of revenge, she ended up killing one of them i was too young to understand the consequences fully, but the cold-blooded act shocked me to my core",1,0,0,0,0,0,0,0
128,"at 12 years old, i saw a man deliberately shoot another in the head over a debt the act was cold-blooded and calculated, with no remorse as the shooter walked away i was in shock and couldnt comprehend the malicious violence i had just witnessed it took me years to get over that day, and i still have nightmares sometimes",1,0,0,0,0,0,0,0
129,"i was in a bar when a fight broke out between two men over a woman one of the men pulled out a knife and deliberately stabbed the other in the chest multiple times, then cold-bloodedly walked away as the victim bled out on the floor the scene was chaotic, with people screaming and running for the exits the calculated violence left the entire bar in shock, and i remember feeling nauseous for days afterward",1,0,0,0,0,0,0,0
130,"one night, while walking home from a late shift, i witnessed a calculated hit-and-run a man deliberately ran over another person who was crossing the street, then sped off without even slowing down the malicious act left the victim dead on the scene, and i was left with a sick feeling in my stomach, knowing i had just witnessed a murder",1,0,0,0,0,0,0,0
131,"in 2010/11, while working at a baltimore nightclub, i noticed all security rushing to the restrooms i took a shortcut and saw a man who had been slashed across the throat, drowning in his own blood he had collapsed after trying to flee the hallway was smeared with blood from his attempts to escape we later learned he was a drug dealer, and despite three arrests, the murder weapon and killer were never found the cold-blooded crime left the venue haunted by its violent past",1,0,0,0,0,0,0,0
132,"at a bar, a group argued with a security guard before breaking beer bottles and attacking him with them blood poured from his face, but he remained calm and shot all four attackers it was a chaotic scene, and the violence unfolded quickly the security guard's calculated action ended the afflict and led to their deaths",1,0,0,0,0,0,0,0
133," i live across from a small square where groups of boys often meet one night, while playing playstation, i heard screams and went to the balcony i saw two large groups yelling at each other one person was being pounden, and then another guy with a chain joined in suddenly, a car skidded to a stop, a boy got out, shot someone, and then fled the act was deliberate and malicious, all because of a stupid argument",1,0,0,0,0,0,0,0
134,"in the 90s, i saw a motorcycle cop arguing with an older man at a gas station the man, who was pumping gas, refused to give his id, and the officer blocked his truck door the man started the truck, and the officer pulled his gun and shot him in the abdomen the truck rolled to a stop in traffic the news later reported the man, a father and church deacon, was killed for allegedly trying to run over the officer the shooting seemed cold-blooded, and witnesses felt helpless",1,0,0,0,0,0,0,0
135,"when i was 12, traveling in switzerland, i used my dad's binoculars to look out at a neighboring hotel i saw a man hitting a woman and then choking her i ran to tell my parents, but they dismissed it when i looked again, he was still choking her and glanced directly at me i was frozen with fear and ran away i never knew if he killed her, but the fear and horror stayed with me i suspect his actions were premeditated",1,0,0,0,0,0,0,0
136,"i was about 12 or 13 years old, me and my dad were going down a street in the city where i used to live, and we came across this dude, he was probably about 40 or 50 years old we said ""good morning"" and he answered, seemed to be a nice guy 1 minute later i look back, and i see another guy in a bike stopping and shooting that dude in the face the act was cold-blooded, his head just exploded and he just fell hard as a rock to the ground",1,0,0,0,0,0,0,0
137,"when i was 6 or 7, i was at a corner store with my mom and a friend the store was on a large hill with poor visibility i saw a man on a bike crossing the road when a police car with flashing lights sped by, hitting him at 50-80 mph people rushed to the man, but he didn't get up the police returned to the scene minutes later the man died from his injuries it felt deliberate and willful",1,0,0,0,0,0,0,0
138,"when i was 13 i was looking out my bedroom window and saw a guy pull a gun on another guy and shot him in the back of the head i told my mom what i saw but she didn’t believe me shortly after, cops, helicopters, and paramedics swarmed the culdesac the act was clearly intentional",1,0,0,0,0,0,0,0
